表層形, 品詞
もうけ,動詞
て,助詞
いる,動詞
らしい,助動詞
の,名詞
です,助動詞
）,記号
店,名詞
に,助詞
坐っ,動詞
て,助詞
いる,動詞
事,名詞
は,助詞
殆ど,副詞
無く,形容詞
、,記号
たいてい,副詞
朝,名詞
から,助詞
、,記号
むずかし,形容詞
そう,名詞
な,助動詞
顔,名詞
を,助詞
し,動詞
て,助詞
そそくさ,副詞
と,助詞
出かけ,動詞
、,記号
留守,名詞
は,助詞
十,名詞
七,名詞
、,記号
八,名詞
の,助詞
小僧,名詞
ひとり,名詞
、,記号
これ,名詞
が,助詞
自分,名詞
の,助詞
見張り,名詞
番,名詞
という,助詞
わけ,名詞
で,助動詞
、,記号
ひま,名詞
さえ,助詞
あれ,動詞
ば,助詞
近所,名詞
の,助詞
子供,名詞
たち,名詞
と,助詞
外,名詞
で,助詞
キャッチボール,名詞
など,助詞
し,動詞
て,助詞
い,動詞
て,助詞
も,助詞
、,記号
二,名詞
階,名詞
の,助詞
居候,名詞
を,助詞
まるで,副詞
馬鹿,名詞
か,助詞
気違い,名詞
くらい,助詞
に,助詞
思っ,動詞
て,助詞
いる,動詞
らしく,助動詞
、,記号
大人,名詞
の,助詞
説教,名詞
くさい,形容詞
事,名詞
まで,助詞
自分,名詞
に,助詞
言い聞かせ,動詞
、,記号
自分,名詞
は,助詞
、,記号
ひと,名詞
と,助詞
言い,動詞
争い,名詞
の,助詞
出来,動詞
ない,助動詞
質,名詞
な,助動詞
ので,助詞
、,記号
疲れ,動詞
た,助動詞
よう,名詞
な,助動詞
、,記号
また,接続詞
、,記号
感心,名詞
し,動詞
た,助動詞
よう,名詞
な,助動詞
顔,名詞
を,助詞
し,動詞
て,助詞
それ,名詞
に,助詞
耳,名詞
を,助詞
傾け,動詞
、,記号
服従,名詞
し,動詞
て,助詞
いる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
この,連体詞
小僧,名詞
は,助詞
渋田,名詞
の,助詞
かくし子,名詞
で,助詞
、,記号
それでも,接続詞
へん,名詞
な,助動詞
事情,名詞
が,助詞
あっ,動詞
て,助詞
、,記号
渋田,名詞
は,助詞
所,名詞
謂,名詞
親子,名詞
の,助詞
名乗り,名詞
を,助詞
せ,動詞
ず,助動詞
、,記号
また,接続詞
渋田,名詞
が,助詞
ずっと,副詞
独身,名詞
な,助動詞
の,名詞
も,助詞
、,記号
何やら,副詞
その,連体詞
辺,名詞
に,助詞
理由,名詞
が,助詞
あっ,動詞
て,助詞
の,助詞
事,名詞
らしく,助動詞
、,記号
自分,名詞
も,助詞
以前,名詞
、,記号
自分,名詞
の,助詞
家,名詞
の,助詞
者,名詞
たち,名詞
から,助詞
それ,名詞
に,助詞
就い,動詞
て,助詞
の,助詞
噂,名詞
を,助詞
、,記号
ちょっと,副詞
聞い,動詞
た,助動詞
よう,名詞
な,助動詞
気,名詞
も,助詞
する,動詞
の,名詞
です,助動詞
が,助詞
、,記号
自分,名詞
は,助詞
、,記号
どうも,副詞
他人,名詞
の,助詞
身の上,名詞
に,助詞
は,助詞
、,記号
あまり,副詞
興味,名詞
を,助詞
持て,動詞
ない,助動詞
ほう,名詞
な,助動詞
ので,助詞
、,記号
深い,形容詞
事,名詞
は,助詞
何,名詞
も,助詞
知り,動詞
ませ,助動詞
ん,助動詞
。,記号
しかし,接続詞
、,記号
その,連体詞
小僧,名詞
の,助詞
眼,名詞
つき,名詞
に,助詞
も,助詞
、,記号
妙,名詞
に,助詞
魚,名詞
の,助詞
眼,名詞
を,助詞
聯想,名詞
さ,動詞
せる,動詞
ところ,名詞
が,助詞
あり,動詞
まし,助動詞
た,助動詞
から,助詞
、,記号
或いは,接続詞
、,記号
本当に,副詞
ヒラメ,名詞
の,助詞
かくし子,名詞
、,記号
…,記号
…,記号
でも,助詞
、,記号
それ,名詞
なら,助動詞
ば,助詞
、,記号
二,名詞
人,名詞
は,助詞
実に,副詞
淋しい,形容詞
親子,名詞
でし,助動詞
た,助動詞
。,記号
夜,名詞
おそく,形容詞
、,記号
二,名詞
階,名詞
の,助詞
自分,名詞
に,助詞
は,助詞
内緒,名詞
で,助詞
、,記号
二,名詞
人,名詞
で,助詞
お,接頭詞
そば,名詞
など,助詞
を,助詞
取寄せ,動詞
て,助詞
無言,名詞
で,助詞
食べ,動詞
て,助詞
いる,動詞
事,名詞
が,助詞
あり,動詞
まし,助動詞
た,助動詞
。,記号
ヒラメ,名詞
の,助詞
家,名詞
で,助詞
は,助詞
食事,名詞
は,助詞
いつも,副詞
その,連体詞
小僧,名詞
が,助詞
つくり,動詞
、,記号
二,名詞
階,名詞
の,助詞
やっかい,名詞
者,名詞
の,助詞
食事,名詞
だけ,助詞
は,助詞
別に,副詞
お,接頭詞
膳,名詞
に,助詞
載せ,動詞
て,助詞
小僧,名詞
が,助詞
三度々々,副詞
二,名詞
階,名詞
に,助詞
持ち運ん,動詞
で,助詞
来,動詞
て,助詞
くれ,動詞
て,助詞
、,記号
ヒラメ,名詞
と,助詞
小僧,名詞
は,助詞
、,記号
階段,名詞
の,助詞
下,名詞
の,助詞
じめじめ,副詞
し,動詞
た,助動詞
四畳半,名詞
で,助詞
何やら,副詞
、,記号
カチャカチャ,名詞
皿,名詞
小鉢,名詞
の,助詞
触れ合う,動詞
音,名詞
を,助詞
さ,動詞
せ,動詞
ながら,助詞
、,記号
いそがし,形容詞
げ,名詞
に,助詞
食事,名詞
し,動詞
て,助詞
いる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
三月,名詞
末,名詞
の,助詞
或,連体詞
る,助動詞
夕方,名詞
、,記号
ヒラメ,名詞
は,助詞
思わ,動詞
ぬ,助動詞
もうけ,名詞
口,名詞
に,助詞
でも,助詞
ありつい,動詞
た,助動詞
の,名詞
か,助詞
、,記号
または,接続詞
何,名詞
か,助詞
他,名詞
に,助詞
策略,名詞
で,助詞
も,助詞
あっ,動詞
た,助動詞
の,名詞
か,助詞
、,記号
（,記号
その,連体詞
二つ,名詞
の,助詞
推察,名詞
が,助詞
、,記号
ともに,副詞
当っ,動詞
て,助詞
い,動詞
た,助動詞
として,助詞
も,助詞
、,記号
おそらくは,副詞
、,記号
さらに,副詞
また,接続詞
いくつ,名詞
か,助詞
の,助詞
、,記号
自分,名詞
など,助詞
に,助詞
は,助詞
とても,副詞
推察,名詞
の,助詞
とどか,動詞
ない,助動詞
こまかい,形容詞
原因,名詞
も,助詞
あっ,動詞
た,助動詞
の,名詞
でしょ,助動詞
う,助動詞
が,助詞
）,記号
自分,名詞
を,助詞
階下,名詞
の,助詞
珍,名詞
らしく,助動詞
お,接頭詞
銚子,名詞
など,助詞
附い,動詞
て,助詞
いる,動詞
食卓,名詞
に,助詞
招い,動詞
て,助詞
、,記号
ヒラメ,名詞
なら,動詞
ぬ,助動詞
マグロ,名詞
の,助詞
刺身,名詞
に,助詞
、,記号
ごちそう,名詞
の,助詞
主人,名詞
みずから,名詞
感服,名詞
し,動詞
、,記号
賞,名詞
讃,名詞
し,動詞
、,記号
ぼんやり,名詞
し,動詞
て,助詞
いる,動詞
居候,名詞
に,助詞
も,助詞
少しく,副詞
お,接頭詞
酒,名詞
を,助詞
すすめ,動詞
、,記号
「,記号
どう,副詞
する,動詞
つもり,名詞
な,助動詞
ん,名詞
です,助動詞
、,記号
いったい,副詞
、,記号
これから,副詞
」,記号
自分,名詞
は,助詞
それ,名詞
に,助詞
答え,動詞
ず,助動詞
、,記号
卓上,名詞
の,助詞
皿,名詞
から,助詞
畳鰯,名詞
を,助詞
つまみ上げ,動詞
、,記号
その,連体詞
小,接頭詞
魚,名詞
たち,名詞
の,助詞
銀,名詞
の,助詞
眼,名詞
玉,名詞
を,助詞
眺め,動詞
て,助詞
い,動詞
たら,助動詞
、,記号
酔い,名詞
が,助詞
ほのぼの,副詞
発し,動詞
て,助詞
来,動詞
て,助詞
、,記号
遊び,名詞
廻っ,動詞
て,助詞
い,動詞
た,助動詞
頃,名詞
が,助詞
なつかしく,形容詞
、,記号
堀木,名詞
で,助詞
さえ,助詞
なつかしく,形容詞
、,記号
つくづく,副詞
「,記号
自由,名詞
」,記号
が,助詞
欲しく,形容詞
なり,動詞
、,記号
ふっと,副詞
、,記号
かぼそく,形容詞
泣き,動詞
そう,名詞
に,助詞
なり,動詞
まし,助動詞
た,助動詞
。,記号
自分,名詞
が,助詞
この,連体詞
家,名詞
へ,助詞
来,動詞
て,助詞
から,助詞
は,助詞
、,記号
道化,名詞
を,助詞
演ずる,動詞
張合い,名詞
さえ,助詞
無く,形容詞
、,記号
ただ,接続詞
もう,副詞
ヒラメ,名詞
と,助詞
小僧,名詞
の,助詞
蔑視,名詞
の,助詞
中,名詞
に,助詞
身,名詞
を,助詞
横たえ,動詞
、,記号
ヒラメ,名詞
の,助詞
ほう,名詞
で,助動詞
も,助詞
また,接続詞
、,記号
自分,名詞
と,助詞
打ち解け,動詞
た,助動詞
長,接頭詞
噺,名詞
を,助詞
する,動詞
の,名詞
を,助詞
避け,動詞
て,助詞
いる,動詞
様子,名詞
でし,助動詞
た,助動詞
し,助詞
、,記号
自分,名詞
も,助詞
その,連体詞
ヒラメ,名詞
を,助詞
追いかけ,動詞
て,助詞
何,名詞
か,助詞
を,助詞
訴える,動詞
気,名詞
など,助詞
は,助詞
起ら,動詞
ず,助動詞
、,記号
ほとんど,副詞
自分,名詞
は,助詞
、,記号
間抜け,名詞
づら,形容詞
の,助詞
居候,名詞
に,助詞
なり,動詞
切っ,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
です,助動詞
。,記号
「,記号
起訴,名詞
猶予,名詞
という,助詞
の,名詞
は,助詞
、,記号
前科,名詞
何,名詞
犯,名詞
とか,助詞
、,記号
そんな,連体詞
もの,名詞
に,助詞
は,助詞
、,記号
なら,動詞
ない,助動詞
模様,名詞
です,助動詞
。,記号
だから,接続詞
、,記号
まあ,副詞
、,記号
あなた,名詞
の,助詞
心掛け,名詞
一つ,名詞
で,助詞
、,記号
更生,名詞
が,助詞
出来る,動詞
わけ,名詞
です,助動詞
。,記号
あなた,名詞
が,助詞
、,記号
もし,副詞
、,記号
改心,名詞
し,動詞
て,助詞
、,記号
あなた,名詞
の,助詞
ほう,名詞
から,助詞
、,記号
真面目,名詞
に,助詞
私,名詞
に,助詞
相談,名詞
を,助詞
持ちかけ,動詞
て,助詞
くれ,動詞
たら,助動詞
、,記号
私,名詞
も,助詞
考え,動詞
て,助詞
み,動詞
ます,助動詞
」,記号
ヒラメ,名詞
の,助詞
話,名詞
方,名詞
に,助詞
は,助詞
、,記号
いや,接続詞
、,記号
世の中,名詞
の,助詞
全部,名詞
の,助詞
人,名詞
の,助詞
話,名詞
方,名詞
に,助詞
は,助詞
、,記号
この,連体詞
よう,名詞
に,助詞
ややこしく,形容詞
、,記号
どこ,名詞
か,助詞
朦朧,名詞
として,助詞
、,記号
逃腰,名詞
と,助詞
でも,助詞
いっ,動詞
た,助動詞
みたい,名詞
な,助動詞
微妙,名詞
な,助動詞
複雑,名詞
さ,名詞
が,助詞
あり,動詞
、,記号
その,連体詞
ほとんど,副詞
無益,名詞
と,助詞
思わ,動詞
れる,動詞
くらい,助詞
の,助詞
厳重,名詞
な,助動詞
警戒,名詞
と,助詞
、,記号
無数,名詞
と,助詞
いっ,動詞
て,助詞
いい,形容詞
くらい,助詞
の,助詞
小うるさい,形容詞
駈,動詞
引,名詞
と,助詞
に,助詞
は,助詞
、,記号
いつも,副詞
自分,名詞
は,助詞
当惑,名詞
し,動詞
、,記号
どう,副詞
でも,助詞
いい,形容詞
や,助詞
という,助詞
気分,名詞
に,助詞
なっ,動詞
て,助詞
、,記号
お,接頭詞
道化,名詞
で,助詞
茶化し,動詞
たり,助詞
、,記号
または,接続詞
無言,名詞
の,助詞
首肯,名詞
で,助詞
一,名詞
さい,名詞
おまかせ,名詞
という,助詞
、,記号
謂わ,動詞
ば,助詞
敗北,名詞
の,助詞
態度,名詞
を,助詞
とっ,動詞
て,助詞
しまう,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
この,連体詞
時,名詞
も,助詞
ヒラメ,名詞
が,助詞
、,記号
自分,名詞
に,助詞
向っ,動詞
て,助詞
、,記号
だいたい,副詞
次,名詞
の,助詞
よう,名詞
に,助詞
簡単,名詞
に,助詞
報告,名詞
すれ,動詞
ば,助詞
、,記号
それで,接続詞
すむ,動詞
事,名詞
だっ,助動詞
た,助動詞
の,名詞
を,助詞
自分,名詞
は,助詞
後年,名詞
に,助詞
到っ,動詞
て,助詞
知り,動詞
、,記号
ヒラメ,名詞
の,助詞
不,接頭詞
必要,名詞
な,助動詞
用心,名詞
、,記号
いや,接続詞
、,記号
世の中,名詞
の,助詞
人,名詞
たち,名詞
の,助詞
不可解,名詞
な,助動詞
見栄,名詞
、,記号
お,接頭詞
てい,名詞
さい,名詞
に,助詞
、,記号
何とも,副詞
陰鬱,名詞
な,助動詞
思い,名詞
を,助詞
し,動詞
まし,助動詞
た,助動詞
。,記号
ヒラメ,名詞
は,助詞
、,記号
その,連体詞
時,名詞
、,記号
ただ,接続詞
こう,副詞
言え,動詞
ば,助詞
よかっ,形容詞
た,助動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
「,記号
官立,名詞
で,助詞
も,助詞
私立,名詞
で,助詞
も,助詞
、,記号
とにかく,副詞
四月,名詞
から,助詞
、,記号
どこ,名詞
か,助詞
の,助詞
学校,名詞
へ,助詞
はいり,動詞
なさい,動詞
。,記号
あなた,名詞
の,助詞
生活,名詞
費,名詞
は,助詞
、,記号
学校,名詞
へ,助詞
はいる,動詞
と,助詞
、,記号
くに,名詞
から,助詞
、,記号
もっと,副詞
充分,名詞
に,助詞
送っ,動詞
て,助詞
来る,動詞
事,名詞
に,助詞
なっ,動詞
て,助詞
いる,動詞
の,名詞
です,助動詞
。,記号
」,記号
ずっと,副詞
後,名詞
に,助詞
なっ,動詞
て,助詞
わかっ,動詞
た,助動詞
の,名詞
です,助動詞
が,助詞
、,記号
事実,名詞
は,助詞
、,記号
その,連体詞
よう,名詞
に,助詞
なっ,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
そうして,接続詞
、,記号
自分,名詞
も,助詞
その,連体詞
言いつけ,動詞
に,助詞
従っ,動詞
た,助動詞
でしょ,助動詞
う,助動詞
。,記号
それなのに,接続詞
、,記号
ヒラメ,名詞
の,助詞
いや,名詞
に,助詞
用心深く,形容詞
持っ,動詞
て,助詞
廻っ,動詞
た,助動詞
言い方,名詞
の,助詞
ため,名詞
に,助詞
、,記号
妙,名詞
に,助詞
こじれ,動詞
、,記号
自分,名詞
の,助詞
生き,動詞
て,助詞
行く,動詞
方向,名詞
も,助詞
まるで,副詞
変っ,動詞
て,助詞
しまっ,動詞
た,助動詞
の,名詞
です,助動詞
。,記号
「,記号
真面目,名詞
に,助詞
私,名詞
に,助詞
相談,名詞
を,助詞
持ちかけ,動詞
て,助詞
